Item_Weight,Item_Visibility,Item_MRP,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_1,Outlet_Size_2,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
-0.7510139293682924,-1.0791610455714826,1.7525111799225808,3735.138,-0.13968067562544334,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
-1.4776531157501,-1.0141866457629978,-1.4936964975622653,443.4228,-1.3342284007044944,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.011838534634909,-1.0648270061897307,0.009873966087617526,2097.27,-0.13968067562544334,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.3773079479038652,-1.0432233470275165,0.661837587014253,732.38,-0.020225903117538233,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.8305572722562419,-1.2052012726879482,-1.4036228517647522,994.7052,1.293776594469418,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
-0.5156086308215236,-0.2544131606871385,-1.443255771340118,556.6088,-1.3342284007044944,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0.18415780458462547,-1.1456496843439699,-1.3424580753705826,343.5528,1.293776594469418,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1.3343115463428117,1.1615706670323154,-0.5354418912478563,4022.7636,1.5326861394852282,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0.7323619244880599,-1.0662942676882308,-0.7092301335669519,1076.5986,-0.4980449931491587,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1.3773079479038652,0.49752595219428325,0.7540727941411225,4710.535,-1.0953188556886841,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
-0.21355890985512116,-0.5848675432473982,-1.5376525397963436,1516.0266,-0.13968067562544334,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
